   0 0.222607 0.246867   14    5   64   71   85   44   35   58   49    8   15    6   20   74   65   95   86   45   50    7   75   66   89   87   46   37   60   51   10    1   96   22   67   40   11    2   25   97   23   77   68   91   32   62   26   98   17   78   83   42   33    4   27   18   72   84   43   34   57   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   1 0.245324 0.703363   64   51   13   98   78   88   32   81   57   50   11   12   23   97   70   95   39   80   49   10    4   22   76    0   87    9    2   27   28   67   68   44   93   86    8   26   20   73   42   92   15   25   65   41   34   83   59   84   60    7   17   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   2 0.246946 0.641391   78   73   64   49    8   26   98   70   65   88   83   42   60    9   27   18   76   71   89   80   34   15   96   68   95   86   81    1   58   12    7   25   97    0   92   87   41   32   59   50   13    4   22   17   66   93   84   51   10    5   28   23   67   44   39   57   11   20   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   3 0.85945 0.255662   11   90   50   67   72   32   46   84   75   35   40   31    4   87   52   69   61   16   30    7   55   19   24    6   54   63   76   45   27    9   83   48   62   79   39   21    8   82   91   56   33   38   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   4 0.55355 0.60859   36   42    7   84   83   65   55   44   25   15   92   73   48    3   19   26    8    1   86   67   49   56   39   46   28   27    9   97   87   94   69   76   75   50   57   32   47   22   29   10   98   80    2   70   52   51   40   23   12   11   99   81   78   53   59   34   41    0   16   13   82   79   54   61   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   5 0.09367 0.226773   84    0   32   18   97   17   26   96   91   51   68   60   77   37   11   50   67   45   22   10   87   89   49   66   58   35   44   86   95   65   57   74   34   43   20   15    2    8   85   71   64   14   98   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   6 0.675171 0.102561   87   65   56   45   31   90    0   84   79   57   37   14   91   85   76   62   49   40   35   26   97   83   74   63   54   32   21    7    3   89   75   69   46   33   24   72   67   61   52   38   16   11   86   50   44   30    8   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   7 0.583313 0.586094   25   22   15    4   97   94   87   63   76   52   69   42   24   86   79   55   44   34   27   16    9    0   99   81   57   78   54   47   36   29   26    3   19    8   98    2   56   73   49   70   46   39    6   28   11   83   59   48   65   41   13   10   61   82   75   51   40   23   12    1   84   53   50   67   32   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   8 0.48535 0.337392   63   87   38   45   69   76   97   22    2   11   50   57   81   32    0   39   95   46   77   98   16   23   30   51   58   33   89   40   64   71   78    4   17   24   31   13   52   59   83   90   41   65    7   72   79   18   25   14   60   84   35   91   42   66    1   26   15   54   61   85   43   67   74   20   27    5    9   48   62   86   37    3   44   68   75   96   21   10    6   49   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   9 0.637019 0.666024   50   59   46   87   65   36    2   73   19   29    7   48   44   94   99   27   28   55   56    1   42    4   83   84   70   79   98   26   13   32   41   82   92   69   78   16   97   25   11    3   12   53   39   40   81   67    8   23   10   52   61   47   75   76   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
