   0 0.54805 0.609434   55   14   28   19   73   64   71   94   85   58    8   20   65   88   45   36   59   50    7   30   75   66   89   80   87   37   60   51   10    1   24   96   31   90   40   47   38   52   11    2   25   16   77   68   41   32   39   62   53   12    3   98   17   92   33   56   13    4   27   99   18   72   79   70   84   43   34   48   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   1 0.270726 0.262366   13    6   16   98   78   47   88   81   11   30   97   95   39   80   56   22   75   76    0   38   87   48    9    2   27   67   68   44   93   86   62    8   26   20   73   66   35   36   61   15   41   90   83   53   14   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   2 0.285065 0.448165   78   73   45   36    8   26   98   70   65   88   83   14    9   27   76   71   80   61   15    6   96   68   95   86   81    1   35   53   12    7   30   97   16    0   87   41   13    4   22   75   66   93   47   38   33   56   72   67   90   85   44   39   62   48   11   20   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   3 0.831771 0.955797   50   59   28   84   58   40   17   96   92   52   69   34   25    7   12   99   55   60   77   37   42   19   24   89   94   71   36   45   18    0   48   65   57   70   79   51   64   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   4 0.192637 0.928554    7   14   84   90   72   37   85   63   19   96   86   74   27   87   94   76   80    2   70   52   33   40    5   11   88   71    0    6   13   89   64   79   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   5 0.158292 0.984114   84   72   27   13   40   37   11   90   76   87   80    7   86   74    4    6   85   94   71   63   64   33   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   6 0.0300532 0.506256   87   78   56    1   22    9   90   93   14   85   76   62   35    2   26   20   97   88   83   74   63   41   27   80   66   33   13   81   72   67   61    5   38   16   11   95   86    4   53   30    8   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   7 0.446335 0.79145   25    4   94   87   63   76   52   45   14   96   89   86   79   55   68   37   34   27   16    0   99   88   71   36    3   19   80    2   56   73   70   28   18   11    5   90   72   48   65   13   92   85   58   51   64   40   33   30   12   84   77   53   74   50   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   8 0.377321 0.28009   87   38   45   76   97   22    2   29   11   81    0   88   39   95   46   98   16   30   12   47   78   13   83   90   41   65   14   53   35   66   73    1   26   15   61   36   43   67   20   27    9   48   62   86   93   44   68   75   21   10    6   56   80   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
   9 0.00676799 0.147887   88    6   35   86   95    2   20   15   44   14    1   83   93   98   26   13   41   78   16   97   11   53   62   39   81   67    8   61   38   66   75   76   22   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
  10 0.785176 0.394742   12   55   62   32   88   43   16   27   52   38   89   75   17   24   53   60   39   46   70   41   65    0   23   30   50   36   47   73   98   31   51   58   82   68   21   28   48   59   34   45   96   18   29   54   49   56   91   77    8   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1   -1
